2025.04.10 03:09:30 Features for EURUSD.r: price=1.09582, atr=0.00086786, signal=hold
2025.04.10 08:15:24 Features for AUDUSD.r: price=0.61854, atr=0.00090714, signal=buy
2025.04.10 08:15:24 Features for GBPUSD.r: price=1.28552, atr=0.00085643, signal=hold
2025.04.10 08:15:24 Features for USDCAD.r: price=1.40730, atr=0.00068929, signal=hold
2025.04.10 08:15:24 Features for EURUSD.r: price=1.09804, atr=0.00083500, signal=buy
2025.04.10 08:15:24 Features for USDJPY.r: price=146.69400, atr=0.16942857, signal=hold
2025.04.10 08:15:24 Features for XAUUSD.r: price=3130.01000, atr=8.07142857, signal=hold
2025.04.10 08:15:24 Features for AUDUSD.r: price=0.61854, atr=0.00090714, signal=buy
2025.04.10 08:15:24 Features for GBPUSD.r: price=1.28552, atr=0.00085643, signal=hold
2025.04.10 08:15:24 Features for USDCAD.r: price=1.40730, atr=0.00068929, signal=hold
2025.04.10 08:30:24 Features for EURUSD.r: price=1.09901, atr=0.00080714, signal=buy
2025.04.10 08:30:24 Features for USDJPY.r: price=146.51800, atr=0.16985714, signal=hold
2025.04.10 08:30:24 Features for XAUUSD.r: price=3123.07000, atr=7.25928571, signal=hold
2025.04.10 08:30:24 Features for AUDUSD.r: price=0.61893, atr=0.00085000, signal=buy
2025.04.10 08:30:24 Features for GBPUSD.r: price=1.28676, atr=0.00088071, signal=hold
2025.04.10 08:30:24 Features for USDCAD.r: price=1.40627, atr=0.00073286, signal=hold
2025.04.10 08:30:24 Features for EURUSD.r: price=1.09901, atr=0.00080714, signal=buy
2025.04.10 08:30:24 Features for USDJPY.r: price=146.51800, atr=0.16985714, signal=hold
2025.04.10 08:30:24 Features for XAUUSD.r: price=3123.13000, atr=7.25928571, signal=hold
2025.04.10 08:30:24 Features for AUDUSD.r: price=0.61893, atr=0.00085000, signal=buy
2025.04.10 08:30:24 Features for GBPUSD.r: price=1.28676, atr=0.00088071, signal=hold
2025.04.10 08:30:24 Features for USDCAD.r: price=1.40627, atr=0.00073286, signal=hold
2025.04.10 08:30:24 Features for EURUSD.r: price=1.09901, atr=0.00080714, signal=buy
2025.04.10 08:30:24 Features for USDJPY.r: price=146.51800, atr=0.16985714, signal=hold
2025.04.10 08:30:24 Features for XAUUSD.r: price=3123.13000, atr=7.25928571, signal=hold
2025.04.10 08:30:24 Features for AUDUSD.r: price=0.61893, atr=0.00085000, signal=buy
2025.04.10 08:30:24 Features for GBPUSD.r: price=1.28676, atr=0.00088071, signal=hold
2025.04.10 08:30:24 Features for USDCAD.r: price=1.40627, atr=0.00073286, signal=hold
2025.04.10 08:30:24 Features for EURUSD.r: price=1.09901, atr=0.00080714, signal=buy
2025.04.10 08:30:24 Features for USDJPY.r: price=146.51800, atr=0.16985714, signal=hold
2025.04.10 08:30:24 Features for XAUUSD.r: price=3123.13000, atr=7.25928571, signal=hold
2025.04.10 08:30:24 Features for AUDUSD.r: price=0.61893, atr=0.00085000, signal=buy
2025.04.10 08:30:24 Features for GBPUSD.r: price=1.28676, atr=0.00088071, signal=hold
2025.04.10 08:30:24 Features for USDCAD.r: price=1.40627, atr=0.00073286, signal=hold
2025.04.10 08:30:24 Features for EURUSD.r: price=1.09901, atr=0.00080714, signal=buy
2025.04.10 08:30:24 Features for USDJPY.r: price=146.51800, atr=0.16985714, signal=hold
2025.04.10 08:30:24 Features for XAUUSD.r: price=3123.13000, atr=7.25928571, signal=hold
2025.04.10 08:30:24 Features for AUDUSD.r: price=0.61893, atr=0.00085000, signal=buy
2025.04.10 08:30:24 Features for GBPUSD.r: price=1.28676, atr=0.00088071, signal=hold
2025.04.10 08:30:24 Features for USDCAD.r: price=1.40626, atr=0.00073286, signal=hold
2025.04.10 08:30:24 Features for EURUSD.r: price=1.09901, atr=0.00080714, signal=buy
2025.04.10 08:30:24 Features for USDJPY.r: price=146.51800, atr=0.16985714, signal=hold
2025.04.10 08:30:24 Features for XAUUSD.r: price=3123.13000, atr=7.25928571, signal=hold
2025.04.10 08:30:24 Features for AUDUSD.r: price=0.61893, atr=0.00085000, signal=buy
2025.04.10 08:30:24 Features for GBPUSD.r: price=1.28676, atr=0.00088071, signal=hold
2025.04.10 08:30:24 Features for USDCAD.r: price=1.40626, atr=0.00073286, signal=hold
2025.04.10 08:45:24 Features for EURUSD.r: price=1.09860, atr=0.00080786, signal=buy
2025.04.10 08:45:24 Features for USDJPY.r: price=146.62200, atr=0.17114286, signal=hold
2025.04.10 08:45:24 Features for XAUUSD.r: price=3116.26000, atr=7.16357143, signal=hold
2025.04.10 08:45:24 Features for AUDUSD.r: price=0.61965, atr=0.00082786, signal=buy
2025.04.10 08:45:24 Features for GBPUSD.r: price=1.28611, atr=0.00085643, signal=hold
2025.04.10 08:45:24 Features for USDCAD.r: price=1.40635, atr=0.00073000, signal=hold
2025.04.10 08:45:24 Features for EURUSD.r: price=1.09860, atr=0.00080786, signal=buy
2025.04.10 08:45:24 Features for USDJPY.r: price=146.62200, atr=0.17114286, signal=hold
2025.04.10 08:45:24 Features for XAUUSD.r: price=3116.26000, atr=7.16357143, signal=hold
2025.04.10 08:45:24 Features for AUDUSD.r: price=0.61965, atr=0.00082786, signal=buy
2025.04.10 08:45:24 Features for GBPUSD.r: price=1.28611, atr=0.00085643, signal=hold
2025.04.10 08:45:24 Features for USDCAD.r: price=1.40635, atr=0.00073000, signal=hold
2025.04.10 08:45:24 Features for EURUSD.r: price=1.09860, atr=0.00080786, signal=buy
2025.04.10 08:45:24 Features for USDJPY.r: price=146.62200, atr=0.17114286, signal=hold
2025.04.10 08:45:24 Features for XAUUSD.r: price=3116.14000, atr=7.16357143, signal=hold
2025.04.10 08:45:24 Features for AUDUSD.r: price=0.61965, atr=0.00082786, signal=buy
2025.04.10 08:45:24 Features for GBPUSD.r: price=1.28611, atr=0.00085643, signal=hold
2025.04.10 08:45:24 Features for USDCAD.r: price=1.40635, atr=0.00073000, signal=hold
2025.04.10 08:45:24 Features for EURUSD.r: price=1.09860, atr=0.00080786, signal=buy
2025.04.10 08:45:24 Features for USDJPY.r: price=146.62200, atr=0.17114286, signal=hold
2025.04.10 08:45:24 Features for XAUUSD.r: price=3116.14000, atr=7.16357143, signal=hold
2025.04.10 08:45:24 Features for AUDUSD.r: price=0.61965, atr=0.00082786, signal=buy
2025.04.10 08:45:24 Features for GBPUSD.r: price=1.28611, atr=0.00085643, signal=hold
2025.04.10 08:45:24 Features for USDCAD.r: price=1.40635, atr=0.00073000, signal=hold
2025.04.10 08:45:24 Features for EURUSD.r: price=1.09860, atr=0.00080786, signal=buy
2025.04.10 08:45:24 Features for USDJPY.r: price=146.62200, atr=0.17114286, signal=hold
2025.04.10 08:45:24 Features for XAUUSD.r: price=3116.15000, atr=7.16357143, signal=hold
2025.04.10 08:45:24 Features for AUDUSD.r: price=0.61965, atr=0.00082786, signal=buy
2025.04.10 08:45:24 Features for GBPUSD.r: price=1.28611, atr=0.00085643, signal=hold
2025.04.10 08:45:24 Features for USDCAD.r: price=1.40635, atr=0.00073000, signal=hold
2025.04.10 08:45:24 Features for EURUSD.r: price=1.09860, atr=0.00080786, signal=buy
2025.04.10 08:45:24 Features for USDJPY.r: price=146.62200, atr=0.17114286, signal=hold
2025.04.10 08:45:24 Features for XAUUSD.r: price=3116.15000, atr=7.16357143, signal=hold
2025.04.10 08:45:24 Features for AUDUSD.r: price=0.61965, atr=0.00082786, signal=buy
2025.04.10 08:45:24 Features for GBPUSD.r: price=1.28611, atr=0.00085643, signal=hold
2025.04.10 08:45:24 Features for USDCAD.r: price=1.40635, atr=0.00073000, signal=hold
2025.04.10 09:00:24 Features for EURUSD.r: price=1.09863, atr=0.00085143, signal=buy
2025.04.10 09:00:24 Features for USDJPY.r: price=146.66400, atr=0.17514286, signal=hold
2025.04.10 09:00:24 Features for XAUUSD.r: price=3123.60000, atr=7.35571429, signal=hold
2025.04.10 09:00:24 Features for AUDUSD.r: price=0.61976, atr=0.00082357, signal=buy
2025.04.10 09:00:24 Features for GBPUSD.r: price=1.28585, atr=0.00087071, signal=hold
2025.04.10 09:00:24 Features for USDCAD.r: price=1.40636, atr=0.00073357, signal=hold
2025.04.10 09:00:24 Features for EURUSD.r: price=1.09863, atr=0.00085143, signal=buy
2025.04.10 09:00:24 Features for USDJPY.r: price=146.66400, atr=0.17514286, signal=hold
2025.04.10 09:00:24 Features for XAUUSD.r: price=3123.60000, atr=7.35571429, signal=hold
2025.04.10 09:00:24 Features for AUDUSD.r: price=0.61976, atr=0.00082357, signal=buy
2025.04.10 09:00:24 Features for GBPUSD.r: price=1.28585, atr=0.00087071, signal=hold
2025.04.10 09:00:24 Features for USDCAD.r: price=1.40636, atr=0.00073357, signal=hold
2025.04.10 09:00:24 Features for EURUSD.r: price=1.09863, atr=0.00085143, signal=buy
2025.04.10 09:00:24 Features for USDJPY.r: price=146.66400, atr=0.17514286, signal=hold
2025.04.10 09:00:24 Features for XAUUSD.r: price=3123.60000, atr=7.35571429, signal=hold
2025.04.10 09:00:24 Features for AUDUSD.r: price=0.61976, atr=0.00082357, signal=buy
2025.04.10 09:00:24 Features for GBPUSD.r: price=1.28585, atr=0.00087071, signal=hold
2025.04.10 09:00:24 Features for USDCAD.r: price=1.40636, atr=0.00073357, signal=hold
2025.04.10 09:00:24 Features for EURUSD.r: price=1.09863, atr=0.00085143, signal=buy
2025.04.10 09:00:24 Features for USDJPY.r: price=146.66300, atr=0.17514286, signal=hold
2025.04.10 09:00:24 Features for XAUUSD.r: price=3123.60000, atr=7.35571429, signal=hold
2025.04.10 09:00:24 Features for AUDUSD.r: price=0.61976, atr=0.00082357, signal=buy
2025.04.10 09:00:24 Features for GBPUSD.r: price=1.28585, atr=0.00087071, signal=hold
2025.04.10 09:00:24 Features for USDCAD.r: price=1.40636, atr=0.00073357, signal=hold
2025.04.10 09:00:24 Features for EURUSD.r: price=1.09863, atr=0.00085143, signal=buy
2025.04.10 09:00:24 Features for USDJPY.r: price=146.66300, atr=0.17514286, signal=hold
2025.04.10 09:00:24 Features for XAUUSD.r: price=3123.60000, atr=7.35571429, signal=hold
2025.04.10 09:00:24 Features for AUDUSD.r: price=0.61976, atr=0.00082357, signal=buy
2025.04.10 09:00:24 Features for GBPUSD.r: price=1.28585, atr=0.00087071, signal=hold
2025.04.10 09:00:24 Features for USDCAD.r: price=1.40636, atr=0.00073357, signal=hold
2025.04.10 09:00:24 Features for EURUSD.r: price=1.09863, atr=0.00085143, signal=buy
2025.04.10 09:00:24 Features for USDJPY.r: price=146.66300, atr=0.17514286, signal=hold
2025.04.10 09:00:24 Features for XAUUSD.r: price=3123.60000, atr=7.35571429, signal=hold
2025.04.10 09:00:24 Features for AUDUSD.r: price=0.61976, atr=0.00082357, signal=buy
2025.04.10 09:00:24 Features for GBPUSD.r: price=1.28585, atr=0.00087071, signal=hold
2025.04.10 09:00:24 Features for USDCAD.r: price=1.40636, atr=0.00073357, signal=hold
2025.04.10 09:16:24 Features for EURUSD.r: price=1.09744, atr=0.00092500, signal=buy
2025.04.10 09:16:24 Features for USDJPY.r: price=146.89300, atr=0.17814286, signal=hold
2025.04.10 09:16:24 Features for XAUUSD.r: price=3123.52000, atr=7.20357143, signal=hold
2025.04.10 09:16:24 Features for AUDUSD.r: price=0.61938, atr=0.00084929, signal=buy
2025.04.10 09:16:24 Features for GBPUSD.r: price=1.28531, atr=0.00087786, signal=hold
2025.04.10 09:16:24 Features for USDCAD.r: price=1.40713, atr=0.00071714, signal=hold
2025.04.10 09:16:24 Features for EURUSD.r: price=1.09744, atr=0.00092500, signal=buy
2025.04.10 09:16:24 Features for USDJPY.r: price=146.89300, atr=0.17814286, signal=hold
2025.04.10 09:16:24 Features for XAUUSD.r: price=3123.52000, atr=7.20357143, signal=hold
2025.04.10 09:16:24 Features for AUDUSD.r: price=0.61938, atr=0.00084929, signal=buy
2025.04.10 09:16:24 Features for GBPUSD.r: price=1.28531, atr=0.00087786, signal=hold
2025.04.10 09:16:24 Features for USDCAD.r: price=1.40713, atr=0.00071714, signal=hold
2025.04.10 09:16:24 Features for EURUSD.r: price=1.09744, atr=0.00092500, signal=buy
2025.04.10 09:16:24 Features for USDJPY.r: price=146.89300, atr=0.17814286, signal=hold
2025.04.10 09:16:24 Features for XAUUSD.r: price=3123.52000, atr=7.20357143, signal=hold
2025.04.10 09:16:24 Features for AUDUSD.r: price=0.61938, atr=0.00084929, signal=buy
2025.04.10 09:16:24 Features for GBPUSD.r: price=1.28531, atr=0.00087786, signal=hold
2025.04.10 09:16:24 Features for USDCAD.r: price=1.40713, atr=0.00071714, signal=hold
2025.04.10 09:16:24 Features for EURUSD.r: price=1.09744, atr=0.00092500, signal=buy
2025.04.10 09:16:24 Features for USDJPY.r: price=146.89300, atr=0.17814286, signal=hold
2025.04.10 09:16:24 Features for XAUUSD.r: price=3123.52000, atr=7.20357143, signal=hold
2025.04.10 09:16:24 Features for AUDUSD.r: price=0.61938, atr=0.00084929, signal=buy
2025.04.10 09:16:24 Features for GBPUSD.r: price=1.28531, atr=0.00087786, signal=hold
2025.04.10 09:16:24 Features for USDCAD.r: price=1.40713, atr=0.00071714, signal=hold
2025.04.10 09:16:24 Features for EURUSD.r: price=1.09744, atr=0.00092500, signal=buy
2025.04.10 09:16:24 Features for USDJPY.r: price=146.89300, atr=0.17814286, signal=hold
2025.04.10 09:16:24 Features for XAUUSD.r: price=3123.52000, atr=7.20357143, signal=hold
2025.04.10 09:16:24 Features for AUDUSD.r: price=0.61938, atr=0.00084929, signal=buy
2025.04.10 09:16:24 Features for GBPUSD.r: price=1.28531, atr=0.00087786, signal=hold
2025.04.10 09:16:24 Features for USDCAD.r: price=1.40713, atr=0.00071714, signal=hold
2025.04.10 09:16:24 Features for EURUSD.r: price=1.09744, atr=0.00092500, signal=buy
2025.04.10 09:16:24 Features for USDJPY.r: price=146.89300, atr=0.17814286, signal=hold
2025.04.10 09:16:24 Features for XAUUSD.r: price=3123.52000, atr=7.20357143, signal=hold
2025.04.10 09:16:24 Features for AUDUSD.r: price=0.61938, atr=0.00084929, signal=buy
2025.04.10 09:16:24 Features for GBPUSD.r: price=1.28531, atr=0.00087786, signal=hold
2025.04.10 09:16:24 Features for USDCAD.r: price=1.40713, atr=0.00071714, signal=hold
2025.04.10 09:30:24 Features for EURUSD.r: price=1.09829, atr=0.00087714, signal=buy
2025.04.10 09:30:24 Features for USDJPY.r: price=146.72200, atr=0.17892857, signal=hold
2025.04.10 09:30:24 Features for XAUUSD.r: price=3121.64000, atr=6.68357143, signal=hold
2025.04.10 09:30:24 Features for AUDUSD.r: price=0.61969, atr=0.00080857, signal=buy
2025.04.10 09:30:24 Features for GBPUSD.r: price=1.28669, atr=0.00090429, signal=hold
2025.04.10 09:30:24 Features for USDCAD.r: price=1.40642, atr=0.00072286, signal=hold
2025.04.10 09:30:24 Features for EURUSD.r: price=1.09829, atr=0.00087714, signal=buy
2025.04.10 09:30:24 Features for USDJPY.r: price=146.72200, atr=0.17892857, signal=hold
2025.04.10 09:30:24 Features for XAUUSD.r: price=3121.64000, atr=6.68357143, signal=hold
2025.04.10 09:30:24 Features for AUDUSD.r: price=0.61969, atr=0.00080857, signal=buy
2025.04.10 09:30:24 Features for GBPUSD.r: price=1.28669, atr=0.00090429, signal=hold
2025.04.10 09:30:24 Features for USDCAD.r: price=1.40642, atr=0.00072286, signal=hold
2025.04.10 09:30:24 Features for EURUSD.r: price=1.09829, atr=0.00087714, signal=buy
2025.04.10 09:30:24 Features for USDJPY.r: price=146.72200, atr=0.17892857, signal=hold
2025.04.10 09:30:24 Features for XAUUSD.r: price=3121.64000, atr=6.68357143, signal=hold
2025.04.10 09:30:24 Features for AUDUSD.r: price=0.61970, atr=0.00080857, signal=buy
2025.04.10 09:30:24 Features for GBPUSD.r: price=1.28669, atr=0.00090429, signal=hold
2025.04.10 09:30:24 Features for USDCAD.r: price=1.40642, atr=0.00072286, signal=hold
2025.04.10 09:30:24 Features for EURUSD.r: price=1.09829, atr=0.00087714, signal=buy
2025.04.10 09:30:24 Features for USDJPY.r: price=146.72200, atr=0.17892857, signal=hold
2025.04.10 09:30:24 Features for XAUUSD.r: price=3121.64000, atr=6.68357143, signal=hold
2025.04.10 09:30:24 Features for AUDUSD.r: price=0.61970, atr=0.00080857, signal=buy
2025.04.10 09:30:24 Features for GBPUSD.r: price=1.28669, atr=0.00090429, signal=hold
2025.04.10 09:30:24 Features for USDCAD.r: price=1.40642, atr=0.00072286, signal=hold
2025.04.10 09:30:24 Features for EURUSD.r: price=1.09829, atr=0.00087714, signal=buy
2025.04.10 09:30:24 Features for USDJPY.r: price=146.72200, atr=0.17892857, signal=hold
2025.04.10 09:30:24 Features for XAUUSD.r: price=3121.64000, atr=6.68357143, signal=hold
2025.04.10 09:30:24 Features for AUDUSD.r: price=0.61970, atr=0.00080857, signal=buy
2025.04.10 09:30:24 Features for GBPUSD.r: price=1.28669, atr=0.00090429, signal=hold
2025.04.10 09:30:24 Features for USDCAD.r: price=1.40642, atr=0.00072286, signal=hold
2025.04.10 09:30:24 Features for EURUSD.r: price=1.09829, atr=0.00087714, signal=buy
2025.04.10 09:30:24 Features for USDJPY.r: price=146.72200, atr=0.17892857, signal=hold
2025.04.10 09:30:24 Features for XAUUSD.r: price=3121.64000, atr=6.68357143, signal=hold
2025.04.10 09:30:24 Features for AUDUSD.r: price=0.61970, atr=0.00080857, signal=buy
2025.04.10 09:30:24 Features for GBPUSD.r: price=1.28669, atr=0.00090429, signal=hold
2025.04.10 09:30:24 Features for USDCAD.r: price=1.40642, atr=0.00072286, signal=hold
2025.04.10 21:12:17 Features for EURUSD.r: price=1.12153, atr=0.00268429, signal=hold
2025.04.10 21:12:17 Features for USDJPY.r: price=144.57200, atr=0.28892857, signal=hold
2025.04.10 21:12:17 Features for XAUUSD.r: price=3160.62000, atr=8.31071429, signal=hold
2025.04.10 21:12:17 Features for AUDUSD.r: price=0.62272, atr=0.00196000, signal=hold
2025.04.10 21:12:17 Features for GBPUSD.r: price=1.29795, atr=0.00206786, signal=hold
2025.04.10 21:12:17 Features for USDCAD.r: price=1.39647, atr=0.00172857, signal=hold
2025.04.10 21:12:17 Features for EURUSD.r: price=1.12153, atr=0.00268429, signal=hold
2025.04.10 21:12:17 Features for USDJPY.r: price=144.57200, atr=0.28892857, signal=hold
2025.04.10 21:12:17 Features for XAUUSD.r: price=3160.62000, atr=8.31071429, signal=hold
2025.04.10 21:12:17 Features for AUDUSD.r: price=0.62272, atr=0.00196000, signal=hold
2025.04.10 21:12:17 Features for GBPUSD.r: price=1.29795, atr=0.00206786, signal=hold
2025.04.10 21:12:17 Features for USDCAD.r: price=1.39647, atr=0.00172857, signal=hold
2025.04.10 21:12:18 Features for EURUSD.r: price=1.12153, atr=0.00268429, signal=hold
2025.04.10 21:12:18 Features for USDJPY.r: price=144.57000, atr=0.28892857, signal=hold
2025.04.10 21:12:18 Features for XAUUSD.r: price=3160.56000, atr=8.31071429, signal=hold
2025.04.10 21:12:18 Features for AUDUSD.r: price=0.62271, atr=0.00196000, signal=hold
2025.04.10 21:12:18 Features for GBPUSD.r: price=1.29795, atr=0.00206786, signal=hold
2025.04.10 21:12:18 Features for USDCAD.r: price=1.39648, atr=0.00172857, signal=hold
2025.04.10 21:12:18 Features for EURUSD.r: price=1.12153, atr=0.00268429, signal=hold
2025.04.10 21:12:18 Features for USDJPY.r: price=144.57000, atr=0.28892857, signal=hold
2025.04.10 21:12:18 Features for XAUUSD.r: price=3160.56000, atr=8.31071429, signal=hold
2025.04.10 21:12:18 Features for AUDUSD.r: price=0.62271, atr=0.00196000, signal=hold
2025.04.10 21:12:18 Features for GBPUSD.r: price=1.29795, atr=0.00206786, signal=hold
2025.04.10 21:12:18 Features for USDCAD.r: price=1.39648, atr=0.00172857, signal=hold
2025.04.10 21:12:18 Features for EURUSD.r: price=1.12153, atr=0.00268429, signal=hold
2025.04.10 21:12:18 Features for USDJPY.r: price=144.57000, atr=0.28892857, signal=hold
